package,filepath,class_path,method_name,signature,line_range,author_lines_map,author_edit_ratio_map,dominant_author,test_class,code
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableMergeWithCompletable.java,ObservableMergeWithCompletable.MergeWithObserver,isDisposed,boolean isDisposed(),"[95, 98]","{'A461': [(95, 98)]}",{'A461': 1.0},A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableMergeWithCompletableTest.java,"        @Override
        public boolean isDisposed() {
            return DisposableHelper.isDisposed(mainDisposable.get());
        }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableMergeWithCompletable.java,ObservableMergeWithCompletable.MergeWithObserver,dispose,void dispose(),"[100, 105]","{'A461': [(100, 105)]}",{'A461': 1.0},A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableMergeWithCompletableTest.java,"        @Override
        public void dispose() {
            DisposableHelper.dispose(mainDisposable);
            DisposableHelper.dispose(otherObserver);
            errors.tryTerminateAndReport();
        }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableMergeWithCompletable.java,ObservableMergeWithCompletable.MergeWithObserver,otherError,void otherError(Throwable),"[107, 110]","{'A461': [(107, 110)]}",{'A461': 1.0},A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableMergeWithCompletableTest.java,"        void otherError(Throwable ex) {
            DisposableHelper.dispose(mainDisposable);
            HalfSerializer.onError(downstream, ex, this, errors);
        }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableMergeWithCompletable.java,ObservableMergeWithCompletable.MergeWithObserver,otherComplete,void otherComplete(),"[112, 117]","{'A461': [(112, 117)]}",{'A461': 1.0},A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableMergeWithCompletableTest.java,"        void otherComplete() {
            otherDone = true;
            if (mainDone) {
                HalfSerializer.onComplete(downstream, this, errors);
            }
        }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableMergeWithCompletable.java,ObservableMergeWithCompletable.MergeWithObserver.OtherObserver,onSubscribe,void onSubscribe(Disposable),"[130, 133]","{'A461': [(130, 133)]}",{'A461': 1.0},A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableMergeWithCompletableTest.java,"            @Override
            public void onSubscribe(Disposable d) {
                DisposableHelper.setOnce(this, d);
            }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableMergeWithCompletable.java,ObservableMergeWithCompletable.MergeWithObserver.OtherObserver,onError,void onError(Throwable),"[135, 138]","{'A461': [(135, 138)]}",{'A461': 1.0},A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableMergeWithCompletableTest.java,"            @Override
            public void onError(Throwable e) {
                parent.otherError(e);
            }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableMergeWithCompletable.java,ObservableMergeWithCompletable.MergeWithObserver.OtherObserver,onComplete,void onComplete(),"[140, 143]","{'A461': [(140, 143)]}",{'A461': 1.0},A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableMergeWithCompletableTest.java,"            @Override
            public void onComplete() {
                parent.otherComplete();
            }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableFilter.java,ObservableFilter,subscribeActual,void subscribeActual(Observer<? super T>),"[28, 31]","{'A460': [(28, 28), (31, 31)], 'A461': [(29, 30)]}","{'A460': 0.5, 'A461': 0.5}",A460,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableFilterTest.java,"    @Override
    public void subscribeActual(Observer<? super T> observer) {
        source.subscribe(new FilterObserver<>(observer, predicate));
    }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableFilter.java,ObservableFilter.FilterObserver,onNext,void onNext(T),"[41, 57]","{'A460': [(41, 41), (56, 57)], 'A461': [(42, 55)]}","{'A460': 0.17647058823529413, 'A461': 0.8235294117647058}",A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableFilterTest.java,"        @Override
        public void onNext(T t) {
            if (sourceMode == NONE) {
                boolean b;
                try {
                    b = filter.test(t);
                } catch (Throwable e) {
                    fail(e);
                    return;
                }
                if (b) {
                    downstream.onNext(t);
                }
            } else {
                downstream.onNext(null);
            }
        }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableFilter.java,ObservableFilter.FilterObserver,requestFusion,int requestFusion(int),"[59, 62]","{'A461': [(60, 61)], 'A463': [(59, 59), (62, 62)]}","{'A461': 0.5, 'A463': 0.5}",A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableFilterTest.java,"        @Override
        public int requestFusion(int mode) {
            return transitiveBoundaryFusion(mode);
        }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableFilter.java,ObservableFilter.FilterObserver,poll,T poll(),"[64, 73]","{'A460': [(72, 73)], 'A461': [(66, 71)], 'A463': [(65, 65)], 'A462': [(64, 64)]}","{'A460': 0.2, 'A461': 0.6, 'A463': 0.1, 'A462': 0.1}",A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableFilterTest.java,"        @Nullable
        @Override
        public T poll() throws Throwable {
            for (;;) {
                T v = qd.poll();
                if (v == null || filter.test(v)) {
                    return v;
                }
            }
        }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableElementAtSingle.java,ObservableElementAtSingle,subscribeActual,void subscribeActual(SingleObserver<? super T>),"[35, 38]","{'A461': [(35, 38)]}",{'A461': 1.0},A461,,"    @Override
    public void subscribeActual(SingleObserver<? super T> t) {
        source.subscribe(new ElementAtObserver<>(t, index, defaultValue));
    }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableElementAtSingle.java,ObservableElementAtSingle,fuseToObservable,Observable<T> fuseToObservable(),"[40, 43]","{'A461': [(40, 43)]}",{'A461': 1.0},A461,,"    @Override
    public Observable<T> fuseToObservable() {
        return RxJavaPlugins.onAssembly(new ObservableElementAt<>(source, index, defaultValue, true));
    }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableElementAtSingle.java,ObservableElementAtSingle.ElementAtObserver,onSubscribe,void onSubscribe(Disposable),"[62, 68]","{'A461': [(62, 68)]}",{'A461': 1.0},A461,,"        @Override
        public void onSubscribe(Disposable d) {
            if (DisposableHelper.validate(this.upstream, d)) {
                this.upstream = d;
                downstream.onSubscribe(this);
            }
        }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableElementAtSingle.java,ObservableElementAtSingle.ElementAtObserver,dispose,void dispose(),"[70, 73]","{'A461': [(70, 73)]}",{'A461': 1.0},A461,,"        @Override
        public void dispose() {
            upstream.dispose();
        }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableElementAtSingle.java,ObservableElementAtSingle.ElementAtObserver,isDisposed,boolean isDisposed(),"[75, 78]","{'A461': [(75, 78)]}",{'A461': 1.0},A461,,"        @Override
        public boolean isDisposed() {
            return upstream.isDisposed();
        }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableElementAtSingle.java,ObservableElementAtSingle.ElementAtObserver,onNext,void onNext(T),"[80, 93]","{'A461': [(80, 93)]}",{'A461': 1.0},A461,,"        @Override
        public void onNext(T t) {
            if (done) {
                return;
            }
            long c = count;
            if (c == index) {
                done = true;
                upstream.dispose();
                downstream.onSuccess(t);
                return;
            }
            count = c + 1;
        }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableElementAtSingle.java,ObservableElementAtSingle.ElementAtObserver,onError,void onError(Throwable),"[95, 103]","{'A461': [(95, 97), (99, 103)], 'A459': [(98, 98)]}","{'A461': 0.8888888888888888, 'A459': 0.1111111111111111}",A461,,"        @Override
        public void onError(Throwable t) {
            if (done) {
                RxJavaPlugins.onError(t);
                return;
            }
            done = true;
            downstream.onError(t);
        }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableElementAtSingle.java,ObservableElementAtSingle.ElementAtObserver,onComplete,void onComplete(),"[105, 118]","{'A461': [(105, 106), (108, 108), (113, 113), (115, 115), (117, 118)], 'A459': [(107, 107), (109, 112), (114, 114), (116, 116)]}","{'A461': 0.5, 'A459': 0.5}",A461,,"        @Override
        public void onComplete() {
            if (!done) {
                done = true;

                T v = defaultValue;

                if (v != null) {
                    downstream.onSuccess(v);
                } else {
                    downstream.onError(new NoSuchElementException());
                }
            }
        }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableCache.java,ObservableCache,subscribeActual,void subscribeActual(Observer<? super T>),"[104, 115]","{'A461': [(104, 115)]}",{'A461': 1.0},A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableCacheTest.java,"    @Override
    protected void subscribeActual(Observer<? super T> t) {
        CacheDisposable<T> consumer = new CacheDisposable<>(t, this);
        t.onSubscribe(consumer);
        add(consumer);

        if (!once.get() && once.compareAndSet(false, true)) {
            source.subscribe(this);
        } else {
            replay(consumer);
        }
    }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableCache.java,ObservableCache,isConnected,boolean isConnected(),"[121, 123]","{'A460': [(121, 121), (123, 123)], 'A461': [(122, 122)]}","{'A460': 0.6666666666666666, 'A461': 0.3333333333333333}",A460,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableCacheTest.java,"    /* public */boolean isConnected() {
        return once.get();
    }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableCache.java,ObservableCache,hasObservers,boolean hasObservers(),"[129, 131]","{'A460': [(129, 129), (131, 131)], 'A461': [(130, 130)]}","{'A460': 0.6666666666666666, 'A461': 0.3333333333333333}",A460,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableCacheTest.java,"    /* public */ boolean hasObservers() {
        return observers.get().length != 0;
    }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableCache.java,ObservableCache,cachedEventCount,long cachedEventCount(),"[137, 139]","{'A460': [(139, 139)], 'A461': [(137, 138)]}","{'A460': 0.3333333333333333, 'A461': 0.6666666666666666}",A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableCacheTest.java,"    /* public */ long cachedEventCount() {
        return size;
    }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableCache.java,ObservableCache,add,void add(CacheDisposable<T>),"[146, 163]","{'A459': [(153, 153)], 'A460': [(161, 162)], 'A461': [(146, 152), (154, 160), (163, 163)]}","{'A459': 0.05555555555555555, 'A460': 0.1111111111111111, 'A461': 0.8333333333333334}",A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableCacheTest.java,"    void add(CacheDisposable<T> consumer) {
        for (;;) {
            CacheDisposable<T>[] current = observers.get();
            if (current == TERMINATED) {
                return;
            }
            int n = current.length;

            @SuppressWarnings(""unchecked"")
            CacheDisposable<T>[] next = new CacheDisposable[n + 1];
            System.arraycopy(current, 0, next, 0, n);
            next[n] = consumer;

            if (observers.compareAndSet(current, next)) {
                return;
            }
        }
    }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableCache.java,ObservableCache,remove,void remove(CacheDisposable<T>),"[169, 203]","{'A459': [(185, 185)], 'A460': [(183, 184), (202, 202)], 'A461': [(169, 182), (186, 201), (203, 203)]}","{'A459': 0.02857142857142857, 'A460': 0.08571428571428572, 'A461': 0.8857142857142857}",A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableCacheTest.java,"    @SuppressWarnings(""unchecked"")
    void remove(CacheDisposable<T> consumer) {
        for (;;) {
            CacheDisposable<T>[] current = observers.get();
            int n = current.length;
            if (n == 0) {
                return;
            }

            int j = -1;
            for (int i = 0; i < n; i++) {
                if (current[i] == consumer) {
                    j = i;
                    break;
                }
            }

            if (j < 0) {
                return;
            }
            CacheDisposable<T>[] next;

            if (n == 1) {
                next = EMPTY;
            } else {
                next = new CacheDisposable[n - 1];
                System.arraycopy(current, 0, next, 0, j);
                System.arraycopy(current, j + 1, next, j, n - j - 1);
            }

            if (observers.compareAndSet(current, next)) {
                return;
            }
        }
    }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableCache.java,ObservableCache,replay,void replay(CacheDisposable<T>),"[210, 283]","{'A460': [(214, 214), (230, 230), (249, 249), (281, 283)], 'A461': [(210, 213), (215, 229), (231, 248), (250, 280)]}","{'A460': 0.08108108108108109, 'A461': 0.918918918918919}",A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableCacheTest.java,"    void replay(CacheDisposable<T> consumer) {
        // make sure there is only one replay going on at a time
        if (consumer.getAndIncrement() != 0) {
            return;
        }

        // see if there were more replay request in the meantime
        int missed = 1;
        // read out state into locals upfront to avoid being re-read due to volatile reads
        long index = consumer.index;
        int offset = consumer.offset;
        Node<T> node = consumer.node;
        Observer<? super T> downstream = consumer.downstream;
        int capacity = capacityHint;

        for (;;) {
            // if the consumer got disposed, clear the node and quit
            if (consumer.disposed) {
                consumer.node = null;
                return;
            }

            // first see if the source has terminated, read order matters!
            boolean sourceDone = done;
            // and if the number of items is the same as this consumer has received
            boolean empty = size == index;

            // if the source is done and we have all items so far, terminate the consumer
            if (sourceDone && empty) {
                // release the node object to avoid leaks through retained consumers
                consumer.node = null;
                // if error is not null then the source failed
                Throwable ex = error;
                if (ex != null) {
                    downstream.onError(ex);
                } else {
                    downstream.onComplete();
                }
                return;
            }

            // there are still items not sent to the consumer
            if (!empty) {
             // if the offset in the current node has reached the node capacity
                if (offset == capacity) {
                    // switch to the subsequent node
                    node = node.next;
                    // reset the in-node offset
                    offset = 0;
                }

                // emit the cached item
                downstream.onNext(node.values[offset]);

                // move the node offset forward
                offset++;
                // move the total consumed item count forward
                index++;

                // retry for the next item/terminal event if any
                continue;
            }

            // commit the changed references back
            consumer.index = index;
            consumer.offset = offset;
            consumer.node = node;
            // release the changes and see if there were more replay request in the meantime
            missed = consumer.addAndGet(-missed);
            if (missed == 0) {
                break;
            }
        }
    }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableCache.java,ObservableCache,onSubscribe,void onSubscribe(Disposable),"[285, 288]","{'A461': [(285, 288)]}",{'A461': 1.0},A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableCacheTest.java,"    @Override
    public void onSubscribe(Disposable d) {
        // we can't do much with the upstream disposable
    }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableCache.java,ObservableCache,onNext,void onNext(T),"[290, 308]","{'A461': [(290, 308)]}",{'A461': 1.0},A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableCacheTest.java,"    @Override
    public void onNext(T t) {
        int tailOffset = this.tailOffset;
        // if the current tail node is full, create a fresh node
        if (tailOffset == capacityHint) {
            Node<T> n = new Node<>(tailOffset);
            n.values[0] = t;
            this.tailOffset = 1;
            tail.next = n;
            tail = n;
        } else {
            tail.values[tailOffset] = t;
            this.tailOffset = tailOffset + 1;
        }
        size++;
        for (CacheDisposable<T> consumer : observers.get()) {
            replay(consumer);
        }
    }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableCache.java,ObservableCache,onError,void onError(Throwable),"[310, 318]","{'A461': [(310, 318)]}",{'A461': 1.0},A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableCacheTest.java,"    @SuppressWarnings(""unchecked"")
    @Override
    public void onError(Throwable t) {
        error = t;
        done = true;
        for (CacheDisposable<T> consumer : observers.getAndSet(TERMINATED)) {
            replay(consumer);
        }
    }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableCache.java,ObservableCache,onComplete,void onComplete(),"[320, 327]","{'A461': [(320, 327)]}",{'A461': 1.0},A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableCacheTest.java,"    @SuppressWarnings(""unchecked"")
    @Override
    public void onComplete() {
        done = true;
        for (CacheDisposable<T> consumer : observers.getAndSet(TERMINATED)) {
            replay(consumer);
        }
    }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableCache.java,ObservableCache.CacheDisposable,dispose,void dispose(),"[363, 369]","{'A460': [(363, 364), (368, 369)], 'A461': [(365, 367)]}","{'A460': 0.5714285714285714, 'A461': 0.42857142857142855}",A460,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableCacheTest.java,"        @Override
        public void dispose() {
            if (!disposed) {
                disposed = true;
                parent.remove(this);
            }
        }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableCache.java,ObservableCache.CacheDisposable,isDisposed,boolean isDisposed(),"[371, 374]","{'A461': [(371, 374)]}",{'A461': 1.0},A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableCacheTest.java,"        @Override
        public boolean isDisposed() {
            return disposed;
        }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableSequenceEqualSingle.java,ObservableSequenceEqualSingle,subscribeActual,void subscribeActual(SingleObserver<? super Boolean>),"[41, 46]","{'A461': [(41, 46)]}",{'A461': 1.0},A461,,"    @Override
    public void subscribeActual(SingleObserver<? super Boolean> observer) {
        EqualCoordinator<T> ec = new EqualCoordinator<>(observer, bufferSize, first, second, comparer);
        observer.onSubscribe(ec);
        ec.subscribe();
    }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableSequenceEqualSingle.java,ObservableSequenceEqualSingle,fuseToObservable,Observable<Boolean> fuseToObservable(),"[48, 51]","{'A461': [(48, 51)]}",{'A461': 1.0},A461,,"    @Override
    public Observable<Boolean> fuseToObservable() {
        return RxJavaPlugins.onAssembly(new ObservableSequenceEqual<>(first, second, comparer, bufferSize));
    }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableSequenceEqualSingle.java,ObservableSequenceEqualSingle.EqualCoordinator,setDisposable,"boolean setDisposable(Disposable,int)","[84, 86]","{'A461': [(84, 86)]}",{'A461': 1.0},A461,,"        boolean setDisposable(Disposable d, int index) {
            return resources.setResource(index, d);
        }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableSequenceEqualSingle.java,ObservableSequenceEqualSingle.EqualCoordinator,subscribe,void subscribe(),"[88, 92]","{'A461': [(88, 92)]}",{'A461': 1.0},A461,,"        void subscribe() {
            EqualObserver<T>[] as = observers;
            first.subscribe(as[0]);
            second.subscribe(as[1]);
        }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableSequenceEqualSingle.java,ObservableSequenceEqualSingle.EqualCoordinator,dispose,void dispose(),"[94, 106]","{'A461': [(94, 106)]}",{'A461': 1.0},A461,,"        @Override
        public void dispose() {
            if (!cancelled) {
                cancelled = true;
                resources.dispose();

                if (getAndIncrement() == 0) {
                    EqualObserver<T>[] as = observers;
                    as[0].queue.clear();
                    as[1].queue.clear();
                }
            }
        }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableSequenceEqualSingle.java,ObservableSequenceEqualSingle.EqualCoordinator,isDisposed,boolean isDisposed(),"[108, 111]","{'A461': [(108, 111)]}",{'A461': 1.0},A461,,"        @Override
        public boolean isDisposed() {
            return cancelled;
        }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableSequenceEqualSingle.java,ObservableSequenceEqualSingle.EqualCoordinator,cancel,"void cancel(SpscLinkedArrayQueue<T>,SpscLinkedArrayQueue<T>)","[113, 117]","{'A461': [(113, 117)]}",{'A461': 1.0},A461,,"        void cancel(SpscLinkedArrayQueue<T> q1, SpscLinkedArrayQueue<T> q2) {
            cancelled = true;
            q1.clear();
            q2.clear();
        }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableSequenceEqualSingle.java,ObservableSequenceEqualSingle.EqualCoordinator,drain,void drain(),"[119, 219]","{'A461': [(119, 219)]}",{'A461': 1.0},A461,,"        void drain() {
            if (getAndIncrement() != 0) {
                return;
            }

            int missed = 1;
            EqualObserver<T>[] as = observers;

            final EqualObserver<T> observer1 = as[0];
            final SpscLinkedArrayQueue<T> q1 = observer1.queue;
            final EqualObserver<T> observer2 = as[1];
            final SpscLinkedArrayQueue<T> q2 = observer2.queue;

            for (;;) {

                for (;;) {
                    if (cancelled) {
                        q1.clear();
                        q2.clear();
                        return;
                    }

                    boolean d1 = observer1.done;

                    if (d1) {
                        Throwable e = observer1.error;
                        if (e != null) {
                            cancel(q1, q2);

                            downstream.onError(e);
                            return;
                        }
                    }

                    boolean d2 = observer2.done;
                    if (d2) {
                        Throwable e = observer2.error;
                        if (e != null) {
                            cancel(q1, q2);

                            downstream.onError(e);
                            return;
                        }
                    }

                    if (v1 == null) {
                        v1 = q1.poll();
                    }
                    boolean e1 = v1 == null;

                    if (v2 == null) {
                        v2 = q2.poll();
                    }
                    boolean e2 = v2 == null;

                    if (d1 && d2 && e1 && e2) {
                        downstream.onSuccess(true);
                        return;
                    }
                    if ((d1 && d2) && (e1 != e2)) {
                        cancel(q1, q2);

                        downstream.onSuccess(false);
                        return;
                    }

                    if (!e1 && !e2) {
                        boolean c;

                        try {
                            c = comparer.test(v1, v2);
                        } catch (Throwable ex) {
                            Exceptions.throwIfFatal(ex);
                            cancel(q1, q2);

                            downstream.onError(ex);
                            return;
                        }

                        if (!c) {
                            cancel(q1, q2);

                            downstream.onSuccess(false);
                            return;
                        }

                        v1 = null;
                        v2 = null;
                    }

                    if (e1 || e2) {
                        break;
                    }
                }

                missed = addAndGet(-missed);
                if (missed == 0) {
                    break;
                }
            }
        }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableSequenceEqualSingle.java,ObservableSequenceEqualSingle.EqualObserver,onSubscribe,void onSubscribe(Disposable),"[236, 239]","{'A461': [(236, 239)]}",{'A461': 1.0},A461,,"        @Override
        public void onSubscribe(Disposable d) {
            parent.setDisposable(d, index);
        }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableSequenceEqualSingle.java,ObservableSequenceEqualSingle.EqualObserver,onNext,void onNext(T),"[241, 245]","{'A461': [(241, 245)]}",{'A461': 1.0},A461,,"        @Override
        public void onNext(T t) {
            queue.offer(t);
            parent.drain();
        }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableSequenceEqualSingle.java,ObservableSequenceEqualSingle.EqualObserver,onError,void onError(Throwable),"[247, 252]","{'A461': [(247, 252)]}",{'A461': 1.0},A461,,"        @Override
        public void onError(Throwable t) {
            error = t;
            done = true;
            parent.drain();
        }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableSequenceEqualSingle.java,ObservableSequenceEqualSingle.EqualObserver,onComplete,void onComplete(),"[254, 258]","{'A461': [(254, 258)]}",{'A461': 1.0},A461,,"        @Override
        public void onComplete() {
            done = true;
            parent.drain();
        }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableDebounce.java,ObservableDebounce,subscribeActual,void subscribeActual(Observer<? super T>),"[35, 38]","{'A460': [(35, 35), (38, 38)], 'A461': [(36, 37)]}","{'A460': 0.5, 'A461': 0.5}",A460,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableDebounceTest.java,"    @Override
    public void subscribeActual(Observer<? super T> t) {
        source.subscribe(new DebounceObserver<>(new SerializedObserver<>(t), debounceSelector));
    }
"
io.reactivex.rxjava3.internal.operators.observable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableDebounce.java,ObservableDebounce.DebounceObserver,onSubscribe,void onSubscribe(Disposable),"[59, 65]","{'A460': [(59, 59), (64, 65)], 'A461': [(60, 63)]}","{'A460': 0.42857142857142855, 'A461': 0.5714285714285714}",A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableDebounceTest.java,"        @Override
        public void onSubscribe(Disposable d) {
            if (DisposableHelper.validate(this.upstream, d)) {
                this.upstream = d;
                downstream.onSubscribe(this);
            }
        }
"
